customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,last_order_date,orders_in_data,total_spend,recency_days,tenure_days
1152215,Yachana Pathak,chakradevnigam@example.org,912968749008,"067, Rao Street
Motihari 908674",Dhanbad,251590,2024-05-27,Inactive,2,1637.43,2023-07-09 08:07:37,1.0,1203.31,484.0,161
24357425,Wriddhish Munshi,nazaretharin@example.net,919235521021,"H.No. 36, Dani Nagar, Madurai-481558",Farrukhabad,399792,2024-07-17,Inactive,6,798.18,2024-07-25 10:46:28,2.0,4825.139999999999,102.0,110
93924203,Xalak Goyal,iyengaryashoda@example.net,919121320359,"H.No. 86
Bath Path, Aligarh 524302",Jorhat,23557,2023-04-21,Premium,18,1360.15,2024-11-02 11:49:30,6.0,15737.29,2.0,563
61406908,Harrison Mistry,abhimanyu55@example.org,918553078964,"H.No. 08, Deo
Aizawl-412973",Deoghar,365307,2023-12-24,Regular,1,458.39,2024-01-20 20:37:11,1.0,4492.32,288.0,316
78841932,Bhavani Rai,varkeyalexander@example.com,915276737008,"H.No. 104
Tak Ganj, Bhatpara 028985",Guna,907803,2024-04-19,Inactive,4,979.63,2023-09-22 12:05:11,2.0,5366.28,409.0,199
67310893,Idika Patla,arya77@example.org,917710512882,"91/165, Dewan Circle
Ajmer-980052",Chennai,286135,2024-04-10,New,19,1592.94,2024-06-06 14:58:13,3.0,6131.85,151.0,208
666589,Kevin Bassi,jainchandani@example.net,912286568717,"25/224
Soni Ganj
Visakhapatnam-398942",Morbi,852969,2023-07-31,Regular,15,465.38,2024-01-24 17:03:49,1.0,222.15,285.0,462
73639935,Urvi Deo,talwargautami@example.com,910653605570,"12/820, Radhakrishnan Ganj
Aligarh-496495",Medininagar,528705,2023-09-21,Inactive,10,360.91,2024-09-08 05:46:37,2.0,5174.69,57.0,410
51592174,Jasmit Sura,anusha59@example.com,912105350444,"H.No. 821, Barman Street
Bhagalpur 755691",Secunderabad,271886,2023-08-11,New,2,794.83,2023-12-30 17:50:47,3.0,7128.070000000001,310.0,451
12338529,Rishi Nayak,yash47@example.org,911626035168,"59/031
Kohli Road, Bhilwara 572342",Bangalore,448389,2024-10-03,New,11,347.1,2024-10-26 18:11:47,3.0,3794.6899999999996,9.0,32
81757554,Yagnesh Nadkarni,srinivasnisha@example.net,919948703080,"46/12, Dash Street, Ujjain 348748",Shimoga,591693,2024-04-18,Premium,12,1815.02,2024-05-13 16:07:25,4.0,12026.39,175.0,200
95372766,Hitesh Morar,ikbalwagle@example.org,913522324064,"06
Dixit
Bahraich 227315",Latur,609032,2024-01-15,Regular,9,629.05,2023-11-22 13:01:16,3.0,7087.63,348.0,294
28111842,Charles Kannan,amrita30@example.org,915274016671,"55
Setty Ganj
Bijapur-974804",Tirunelveli,734693,2024-09-09,Premium,8,1892.45,2024-06-13 03:42:15,2.0,7162.389999999999,144.0,56
27878182,Qabil Lata,aarnav41@example.com,910674077181,"76/44, Lata
Jhansi-232629",Thoothukudi,474639,2023-03-30,Inactive,1,1023.51,2024-10-25 07:48:29,2.0,5142.4,10.0,585
27353891,Gabriel Ahluwalia,tahuja@example.com,917146866075,"295, Varty
Jabalpur-431897",Parbhani,889940,2023-06-25,Premium,20,1110.61,,0.0,0.0,,498
19179897,Tarak Nagi,dasoliver@example.net,917958910560,"H.No. 031
Subramaniam Street
Tezpur 787717",Orai,757209,2023-08-14,Premium,18,1491.58,2024-08-11 07:22:14,1.0,1721.08,85.0,448
63630649,Indira Golla,atikhanna@example.org,912942586703,"44/45
Kamdar Path, Mumbai 535037",Vijayawada,178528,2023-09-02,Premium,8,1626.79,2024-03-03 20:35:10,2.0,4926.34,245.0,429
16359370,Harsh Gaba,zayan66@example.org,919244843255,"H.No. 384
Yohannan Chowk, Nanded-222053",South Dumdum,945900,2023-12-05,Premium,1,1352.7,2023-12-16 15:38:05,1.0,2333.7,324.0,335
92123198,Diya Munshi,garimadutt@example.com,916233788456,"H.No. 86
Rastogi Road
Tiruchirappalli 971518",Bidar,505894,2023-08-30,Regular,8,224.01,2024-04-13 05:06:04,2.0,5890.389999999999,205.0,432
77306672,Bina Seshadri,qsaha@example.com,919226071144,"58
Balay Nagar, Berhampore 873691",Motihari,249750,2024-09-16,Regular,20,456.24,2024-02-13 09:49:09,1.0,443.69,265.0,49
67696145,Isaac Rattan,yuvrajkant@example.net,919860704868,"79/94, Kuruvilla Road, Bihar Sharif-023568",Bettiah,523966,2023-06-06,Regular,18,482.94,2024-07-25 12:29:19,3.0,8549.130000000001,102.0,517
29902416,Falak Choudhry,gautampandit@example.org,919002751510,"08/63
Bhatt Path
Khammam-521999",Tenali,401415,2023-07-17,Inactive,18,1010.11,2024-05-10 19:43:01,3.0,4251.360000000001,178.0,476
11446157,Nidhi Borra,upadhriti34@example.org,911548720905,"99/071, Dua Street, Sultan Pur Majra-817622",Shimoga,681393,2024-09-18,Inactive,8,400.97,2024-04-26 05:34:58,5.0,15311.23,192.0,47
84377964,Saumya Babu,palleta@example.com,919610745850,"49, Deol Nagar, Khammam 908157",Tezpur,257432,2024-10-24,Inactive,13,1458.37,2024-01-14 00:47:46,4.0,8321.8,295.0,11
12591752,Zilmil Krishna,ukant@example.org,918759648216,"116, Korpal Ganj
Junagadh 903149",Singrauli,711091,2023-05-28,Inactive,14,740.4,,0.0,0.0,,526
4940671,Sarthak Doshi,fariq53@example.org,910560446881,"42, Mand Nagar
Kolkata-949731",Silchar,431653,2024-06-17,Inactive,7,494.03,2023-11-18 10:23:31,1.0,3471.7,352.0,140
88111697,Ronith Rajagopal,hemalkala@example.org,919594249087,"68/88
Bhargava Marg, Rajahmundry-132192",Ballia,413102,2024-01-30,Regular,4,1731.14,2024-10-06 21:41:05,1.0,2646.85,28.0,279
98241853,Lila Mangal,reddydamini@example.com,911819094177,"99/06
Kala Zila
Gandhidham 366062",Vellore,575103,2024-04-25,Premium,19,1203.76,2023-05-06 13:36:50,1.0,959.01,548.0,193
75482,Jeet Gandhi,amrita05@example.net,916683687947,"95/861, Jaggi, Sikar-343285",Korba,298093,2024-09-19,Regular,13,1938.38,,0.0,0.0,,46
6291143,Banjeet Oak,abhatia@example.com,917842043541,"56/942
Rajan Road
Mysore 031754",Yamunanagar,135844,2023-08-05,Inactive,19,1934.37,2024-06-21 01:18:07,2.0,3673.81,136.0,457
20209237,Anthony Ratti,aryan46@example.com,919343589933,"44/934, Varma Marg
Thiruvananthapuram-851021",Shimoga,467793,2024-02-11,Regular,19,1121.1,2023-11-24 07:41:32,2.0,2147.44,346.0,267
85435560,Viraj Nair,krishnavedhika@example.org,918573659769,"32/80
Rajan Zila, Anantapur 869770",Ludhiana,660678,2024-07-28,Inactive,8,1309.0,2023-06-30 01:54:07,1.0,5814.13,493.0,99
68063317,Reva Rajagopal,lavanya06@example.com,915914922675,"95, Bahl Zila
Kirari Suleman Nagar-350381",Muzaffarnagar,732932,2024-10-21,Inactive,4,1316.23,2023-10-10 00:41:04,2.0,995.77,391.0,14
82594354,Harinakshi Sule,ocontractor@example.net,919987025776,"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,345071,2024-01-04,Regular,7,321.8,2024-08-06 19:17:03,4.0,11301.69,90.0,305
51040116,Inaya Pillai,wyattsavant@example.com,912195862964,"77
Mistry Ganj, Unnao-632141",Berhampur,595645,2023-11-14,Regular,11,783.03,2023-12-11 19:39:16,1.0,4749.99,329.0,356
78053306,Meera Naik,sdeo@example.org,915474543951,"96/063
Aggarwal Ganj, Kozhikode 808109",Visakhapatnam,436981,2024-06-27,Inactive,6,1037.09,2023-03-17 18:51:57,1.0,646.54,598.0,130
66761643,Samuel Mukherjee,wriddhishwagle@example.net,915802972983,"63
Goel Zila
Ichalkaranji 944267",Anand,695591,2023-05-07,Regular,20,1432.01,2024-09-19 07:46:51,2.0,4193.389999999999,46.0,547
81932548,Baghyawati Gill,vaishnaviagrawal@example.com,914157659941,"227
Panchal Ganj, Raiganj 028467",Etawah,439705,2024-10-31,Premium,12,1508.41,2024-10-05 13:55:42,2.0,5499.3,30.0,4
19682060,Hamsini Swamy,vedhikasawhney@example.net,917542713658,"14/652
Ganesan Nagar, Patna-892135",Jehanabad,273810,2024-02-12,Inactive,4,850.2,2023-11-16 05:37:14,3.0,7107.45,354.0,266
1719710,Pushti Sabharwal,ramachandranharini@example.com,913657008587,"49, Halder Circle, Dindigul-895174",Giridih,798390,2023-06-26,New,2,1332.82,2023-09-18 12:08:26,2.0,3996.81,413.0,497
74195536,Champak Chhabra,ishanviratti@example.org,917254004313,"21/29
Yohannan, Ambarnath-175439",Amaravati,861407,2024-10-09,Premium,5,650.62,2023-12-25 19:14:20,1.0,2120.77,315.0,26
15534747,Oviya Luthra,edhar@example.org,913346867550,"H.No. 51, Mahajan Street
Dehradun 313062",Kadapa,76910,2023-09-19,Inactive,15,362.34,2023-09-15 23:42:07,2.0,1519.74,415.0,412
95558510,Ekaraj Halder,jairaj73@example.com,910597301955,"59, Raj, Tenali 078584",Bhind,565088,2023-06-25,Inactive,5,466.28,2023-11-04 22:21:56,1.0,778.27,365.0,498
767523,Maya Khosla,khannaijaya@example.org,918702216695,"H.No. 10
Venkatesh Street, Kakinada 570578",Vasai-Virar,375272,2023-05-27,Inactive,13,1737.28,2024-07-05 03:36:54,1.0,2358.76,122.0,527
55056284,Devika Lal,kamdarkalpit@example.com,911917523704,"H.No. 812, Iyengar Path
Jaunpur 333582",Ichalkaranji,969027,2024-05-13,Inactive,11,373.44,2024-03-14 18:40:17,2.0,3036.2200000000003,235.0,175
86167288,Rachana Rajagopal,cratta@example.net,918164279226,"H.No. 292
Baral Nagar
Bettiah-410932",Nagpur,155646,2023-08-14,Inactive,1,1049.94,2024-02-20 20:09:09,1.0,1422.49,258.0,448
96511007,Hema Mannan,minhasria@example.net,914841825600,"25/07
Sarraf Ganj
Ajmer-104308",Dindigul,470156,2024-06-26,New,14,1243.4,2024-08-30 06:37:00,3.0,7157.36,66.0,131
31084686,Jai Ramaswamy,ylad@example.net,914211350551,"60/650, Yogi Road
Baranagar 657937",Aurangabad,587018,2024-06-20,Regular,4,893.55,2024-09-18 10:42:59,2.0,6094.66,47.0,137
99594960,Amaira Tak,inarang@example.net,918945188793,"14/029
Rajan
Shimoga-387010",Madanapalle,446417,2023-06-12,Inactive,16,1475.23,2023-12-20 17:42:19,1.0,1763.79,320.0,511
53815931,Praneel Sekhon,dalbirganguly@example.org,912760371239,"06, Bedi, Sonipat-496094",Jaipur,663082,2023-07-19,Inactive,17,1739.94,2023-11-19 03:22:27,1.0,267.29,351.0,474
21597477,Mugdha Chaudhuri,varshadate@example.net,914449713252,"H.No. 85, Johal Path, Nadiad 338564",Bhopal,801132,2023-09-21,Inactive,18,246.42,2024-06-06 19:22:30,4.0,7341.4400000000005,151.0,410
